"id","player","pos","sOHL","season","DY+/-","gp","evtp","pptp","tp","ev.ppg","pp.ppg","ppg","eTOI/GP","DOB","age.group"
28512,"zach-lorentz","F",5,2014,"DY+3",68,30,23,54,0.441,0.338,0.794,NA,1993-01-19,"early"
30823,"brett-welychka","F",4,2014,"DY+2",68,40,16,56,0.588,0.235,0.824,NA,1994-03-03,"early"
30946,"brendan-bell","F",4,2014,"DY+2",68,33,14,49,0.485,0.206,0.721,NA,1994-03-17,"early"
31500,"garrett-hooey","F",4,2014,"DY+2",67,34,13,49,0.507,0.194,0.731,NA,1994-06-02,"early"
30710,"slater-koekkoek","D",4,2014,"DY+2",62,29,19,52,0.468,0.306,0.839,NA,1994-02-18,"early"
29398,"carter-sandlak","F",5,2014,"DY+3",61,27,19,48,0.443,0.311,0.787,NA,1993-05-18,"early"
31996,"billy-jenkins","F",4,2014,"DY+2",42,18,14,32,0.429,0.333,0.762,NA,1994-09-08,"early"
31338,"nick-ebert","D",4,2014,"DY+2",65,24,27,54,0.369,0.415,0.831,NA,1994-05-11,"early"
28687,"dylan-smoskowitz","F",5,2014,"DY+3",67,26,19,46,0.388,0.284,0.687,NA,1993-02-11,"early"
30580,"zac-leslie","D",4,2014,"DY+2",60,29,18,50,0.483,0.3,0.833,NA,1994-01-31,"early"
30453,"cody-payne","F",4,2014,"DY+2",57,25,10,35,0.439,0.175,0.614,NA,1994-01-14,"early"
30766,"matt-finn","D",4,2014,"DY+2",66,32,28,61,0.485,0.424,0.924,NA,1994-02-24,"early"
31466,"luke-cairns","F",4,2014,"DY+2",61,27,13,40,0.443,0.213,0.656,NA,1994-05-29,"early"
33248,"nikita-zadorov","D",3,2014,"DY+1",36,19,10,30,0.528,0.278,0.833,NA,1995-04-16,"early"
31257,"michael-clarke","F",4,2014,"DY+2",65,30,15,48,0.462,0.231,0.738,NA,1994-04-29,"early"
32536,"josh-sterk","F",3,2014,"DY+1",66,27,27,54,0.409,0.409,0.818,NA,1995-01-17,"early"
35661,"nick-magyar","F",2,2014,"DY",66,32,14,46,0.485,0.212,0.697,NA,1996-05-29,"early"
32784,"bryson-cianfrone","F",3,2014,"DY+1",65,28,14,44,0.431,0.215,0.677,NA,1995-02-14,"early"
32427,"corey-pawley","F",3,2014,"DY+1",56,31,8,39,0.554,0.143,0.696,NA,1995-01-03,"early"
34257,"matt-mistele","F",3,2014,"DY",56,26,11,37,0.464,0.196,0.661,NA,1995-10-17,"late"
33090,"stephen-harper","F",3,2014,"DY+1",64,31,16,48,0.484,0.25,0.75,NA,1995-03-25,"early"
34106,"bradley-latour","F",3,2014,"DY+1",66,31,10,47,0.47,0.152,0.712,NA,1995-09-13,"early"
29526,"tyson-fawcett","F",5,2014,"DY+3",68,26,19,48,0.382,0.279,0.706,NA,1993-06-08,"early"
33349,"jordan-maletta","F",3,2014,"DY+1",59,23,15,40,0.39,0.254,0.678,NA,1995-04-30,"early"
30910,"brett-gustavsen","F",4,2014,"DY+2",64,30,11,41,0.469,0.172,0.641,NA,1994-03-13,"early"
31693,"trevor-carrick","D",4,2014,"DY+2",70,31,20,51,0.443,0.286,0.729,NA,1994-07-04,"early"
35964,"darby-llewellyn","F",2,2014,"DY",66,29,7,36,0.439,0.106,0.546,NA,1996-07-19,"early"
30042,"patrick-watling","F",5,2014,"DY+2",65,43,6,54,0.662,0.092,0.831,NA,1993-09-26,"late"
36265,"david-miller","F",2,2014,"DY-1",63,30,7,37,0.476,0.111,0.587,NA,1996-09-25,"late"
35236,"dylan-sadowy","F",2,2014,"DY",68,31,0,36,0.456,0,0.529,NA,1996-04-02,"early"
30750,"matia-marcantuoni","F",4,2014,"DY+2",54,20,11,32,0.37,0.204,0.593,NA,1994-02-22,"early"
34604,"cristiano-digiacinto","F",2,2014,"DY",50,25,2,27,0.5,0.04,0.54,NA,1996-01-10,"early"
34546,"anthony-stefano","F",2,2014,"DY",65,32,1,35,0.492,0.015,0.538,NA,1996-01-04,"early"
32932,"kyle-platzer","F",3,2014,"DY+1",66,23,12,36,0.348,0.182,0.546,NA,1995-03-04,"early"
35555,"michael-amadio","F",2,2014,"DY",64,25,13,38,0.391,0.203,0.594,NA,1996-05-13,"early"
32770,"joshua-burnside","F",3,2014,"DY+1",62,26,10,39,0.419,0.161,0.629,NA,1995-02-11,"early"
36590,"blake-speers","F",1,2014,"DY-1",62,27,13,40,0.435,0.21,0.645,NA,1997-01-02,"early"
36882,"nikita-korostelev","F",1,2014,"DY-1",60,27,11,38,0.45,0.183,0.633,NA,1997-02-08,"early"
33739,"dominik-kahun","F",3,2014,"DY+1",43,18,12,30,0.419,0.279,0.698,NA,1995-07-02,"early"
30994,"daniel-milne","F",4,2014,"DY+2",68,27,18,46,0.397,0.265,0.676,NA,1994-03-24,"early"
32701,"darnell-nurse","D",3,2014,"DY+1",64,21,27,50,0.328,0.422,0.781,NA,1995-02-04,"early"
29704,"matt-macleod","F",5,2014,"DY+3",63,38,1,39,0.603,0.016,0.619,NA,1993-07-13,"early"
32774,"sam-povorozniouk","F",3,2014,"DY+1",64,30,10,42,0.469,0.156,0.656,NA,1995-02-11,"early"
33583,"jonatan-tanus","F",3,2014,"DY+1",55,23,12,35,0.418,0.218,0.636,NA,1995-06-04,"early"
34691,"roland-mckeown","D",2,2014,"DY",62,25,17,43,0.403,0.274,0.694,NA,1996-01-20,"early"
31895,"adam-pelech","D",4,2014,"DY+2",60,26,26,55,0.433,0.433,0.917,NA,1994-08-16,"early"
30666,"terry-trafford","F",4,2014,"DY+2",54,29,0,31,0.537,0,0.574,NA,1994-02-14,"early"
30282,"nelson-armstrong","D",5,2014,"DY+2",66,18,23,45,0.273,0.348,0.682,NA,1993-12-09,"late"
31356,"jesse-graham","D",4,2014,"DY+2",66,25,24,53,0.379,0.364,0.803,NA,1994-05-13,"early"
31301,"jorgen-karterud","F",4,2014,"DY+2",45,20,5,25,0.444,0.111,0.556,NA,1994-05-06,"early"
29548,"mike-moffat","D",5,2014,"DY+3",64,33,18,51,0.516,0.281,0.797,NA,1993-06-12,"early"
33488,"jake-marchment","F",3,2014,"DY+1",57,28,4,32,0.491,0.07,0.561,NA,1995-05-20,"early"
33058,"victor-crus-rydberg","F",3,2014,"DY+1",62,17,20,38,0.274,0.323,0.613,NA,1995-03-21,"early"
35688,"ryan-verbeek","F",2,2014,"DY",43,20,4,24,0.465,0.093,0.558,NA,1996-06-02,"early"
32222,"andrew-goldberg","F",4,2014,"DY+1",60,28,4,33,0.467,0.067,0.55,NA,1994-11-09,"late"
34565,"zach-bratina","F",2,2014,"DY",58,28,2,30,0.483,0.034,0.517,NA,1996-01-06,"early"
29168,"justin-sefton","D",5,2014,"DY+3",68,17,18,36,0.25,0.265,0.529,NA,1993-04-14,"early"
34590,"francesco-vilardi","F",2,2014,"DY",68,23,14,38,0.338,0.206,0.559,NA,1996-01-09,"early"
34297,"connor-chatham","F",3,2014,"DY",54,24,7,31,0.444,0.13,0.574,NA,1995-10-30,"late"
34094,"hunter-smith","F",3,2014,"DY+1",64,29,11,40,0.453,0.172,0.625,NA,1995-09-11,"early"
33751,"brent-pedersen","F",3,2014,"DY+1",67,25,5,31,0.373,0.075,0.463,NA,1995-07-05,"early"
37099,"dylan-strome","F",1,2014,"DY-1",60,31,8,39,0.517,0.133,0.65,NA,1997-03-07,"early"
31013,"curtis-meighan","F",4,2014,"DY+2",68,29,6,37,0.426,0.088,0.544,NA,1994-03-27,"early"
33688,"nick-moutrey","F",3,2014,"DY+1",68,37,3,40,0.544,0.044,0.588,NA,1995-06-24,"early"
29556,"alex-basso","D",5,2014,"DY+3",63,19,20,39,0.302,0.317,0.619,NA,1993-06-15,"early"
34895,"ryan-macinnis","F",2,2014,"DY",66,20,17,37,0.303,0.258,0.561,NA,1996-02-14,"early"
31414,"evan-mceneny","D",4,2014,"DY+2",61,13,29,42,0.213,0.475,0.688,NA,1994-05-22,"early"
33818,"trevor-murphy","D",3,2014,"DY+1",51,19,9,28,0.373,0.176,0.549,NA,1995-07-17,"early"
34441,"kevin-labanc","F",3,2014,"DY",65,26,8,35,0.4,0.123,0.538,NA,1995-12-12,"late"
32988,"greg-betzold","F",3,2014,"DY+1",63,25,4,29,0.397,0.063,0.46,NA,1995-03-11,"early"
34754,"ryan-foss","F",2,2014,"DY",58,27,4,31,0.466,0.069,0.534,NA,1996-01-27,"early"
31244,"brandon-devlin","D",4,2014,"DY+2",66,20,19,39,0.303,0.288,0.591,NA,1994-04-27,"early"
31358,"justin-auger","F",4,2014,"DY+2",53,20,3,23,0.377,0.057,0.434,NA,1994-05-14,"early"
34614,"jaden-lindo","F",2,2014,"DY",40,12,6,18,0.3,0.15,0.45,NA,1996-01-11,"early"
36391,"vladislav-kodola","F",2,2014,"DY-1",67,22,5,28,0.328,0.075,0.418,NA,1996-10-30,"late"
28668,"ryan-horvat","F",5,2014,"DY+3",59,25,1,29,0.424,0.017,0.492,NA,1993-02-09,"early"
34004,"dominik-kubalik","F",3,2014,"DY+1",59,20,8,28,0.339,0.136,0.475,NA,1995-08-21,"early"
28801,"steven-janes","F",5,2014,"DY+3",60,25,3,29,0.417,0.05,0.483,NA,1993-02-24,"early"
37828,"lawson-crouse","F",1,2014,"DY-1",63,22,3,27,0.349,0.048,0.429,NA,1997-06-23,"early"
34803,"christian-dvorak","F",2,2014,"DY",33,12,1,14,0.364,0.03,0.424,NA,1996-02-02,"early"
32684,"daniel-nikandrov","F",3,2014,"DY+1",53,16,7,25,0.302,0.132,0.472,NA,1995-02-03,"early"
32102,"jean-dupuy","F",4,2014,"DY+1",48,17,1,18,0.354,0.021,0.375,NA,1994-10-06,"late"
33161,"brody-milne","F",3,2014,"DY+1",68,28,1,29,0.412,0.015,0.426,NA,1995-04-03,"early"
30773,"gianluca-curcuruto","D",4,2014,"DY+2",57,12,14,28,0.211,0.246,0.491,NA,1994-02-25,"early"
30993,"jake-dotchin","D",4,2014,"DY+2",63,21,13,36,0.333,0.206,0.571,NA,1994-03-24,"early"
32962,"michael-mccarron","F",3,2014,"DY+1",66,31,3,34,0.47,0.045,0.515,NA,1995-03-07,"early"
32603,"stephen-nosad","F",3,2014,"DY+1",49,19,2,22,0.388,0.041,0.449,NA,1995-01-25,"early"
29565,"brady-austin","D",5,2014,"DY+3",67,22,8,33,0.328,0.119,0.492,NA,1993-06-16,"early"
31701,"stephen-pierog","F",4,2014,"DY+2",67,23,2,27,0.343,0.03,0.403,NA,1994-07-07,"early"
28968,"spencer-abraham","D",5,2014,"DY+3",68,19,15,35,0.279,0.221,0.515,NA,1993-03-18,"early"
29927,"scott-simmonds","F",5,2014,"DY+3",63,25,4,30,0.397,0.063,0.476,NA,1993-08-29,"early"
32930,"jordan-subban","D",3,2014,"DY+1",66,27,15,42,0.409,0.227,0.636,NA,1995-03-03,"early"
33625,"nevin-guy","D",3,2014,"DY+1",66,15,20,35,0.227,0.303,0.53,NA,1995-06-11,"early"
31264,"luke-mercer","D",4,2014,"DY+2",61,8,31,39,0.131,0.508,0.639,NA,1994-04-30,"early"
28598,"brayden-rose","D",5,2014,"DY+3",58,15,14,29,0.259,0.241,0.5,NA,1993-01-29,"early"
34860,"david-tomasek","F",2,2014,"DY",58,19,8,27,0.328,0.138,0.466,NA,1996-02-10,"early"
35489,"logan-schmidt","D",2,2014,"DY",58,12,13,25,0.207,0.224,0.431,NA,1996-05-05,"early"
34247,"brandon-robinson","F",3,2014,"DY",40,11,5,16,0.275,0.125,0.4,NA,1995-10-13,"late"
29234,"jimmy-mcdowell","D",5,2014,"DY+3",68,15,22,38,0.221,0.324,0.559,NA,1993-04-23,"early"
36853,"mitchell-stephens","F",1,2014,"DY-1",57,19,2,21,0.333,0.035,0.368,NA,1997-02-05,"early"
33289,"mitchell-fitzmorris","F",3,2014,"DY+1",61,20,0,20,0.328,0,0.328,NA,1995-04-21,"early"
28475,"brett-foy","F",5,2014,"DY+3",68,17,6,26,0.25,0.088,0.382,NA,1993-01-15,"early"
32733,"alexander-henriksson","F",3,2014,"DY+1",68,24,4,28,0.353,0.059,0.412,NA,1995-02-07,"early"
29810,"steven-trojanovic","D",5,2014,"DY+3",65,24,16,40,0.369,0.246,0.615,NA,1993-08-04,"early"
32431,"andrei-s.-alexeyev","F",3,2014,"DY+1",59,24,0,24,0.407,0,0.407,NA,1995-01-03,"early"
31030,"brenden-miller","D",4,2014,"DY+2",63,17,15,32,0.27,0.238,0.508,NA,1994-03-29,"early"
35395,"kyle-jenkins","D",2,2014,"DY",63,9,16,25,0.143,0.254,0.397,NA,1996-04-22,"early"
37132,"brett-mckenzie","F",1,2014,"DY-1",63,22,1,23,0.349,0.016,0.365,NA,1997-03-12,"early"
31128,"lucas-venuto","F",4,2014,"DY+2",10,5,1,6,0.5,0.1,0.6,NA,1994-04-11,"early"
31026,"max-iafrate","D",4,2014,"DY+2",57,15,14,30,0.263,0.246,0.526,NA,1994-03-28,"early"
35113,"stefan-leblanc","D",2,2014,"DY",64,16,12,28,0.25,0.188,0.438,NA,1996-03-16,"early"
36197,"bobby-macintyre","F",2,2014,"DY",61,15,3,20,0.246,0.049,0.328,NA,1996-09-08,"early"
36078,"niki-petti","F",2,2014,"DY",59,19,4,23,0.322,0.068,0.39,NA,1996-08-13,"early"
35629,"pius-suter","F",2,2014,"DY",66,17,1,24,0.258,0.015,0.364,NA,1996-05-24,"early"
32524,"sam-studnicka","F",3,2014,"DY+1",67,20,3,23,0.299,0.045,0.343,NA,1995-01-15,"early"
33234,"tyler-hill","F",3,2014,"DY+1",67,20,5,25,0.299,0.075,0.373,NA,1995-04-13,"early"
32118,"semyon-babintsev","F",4,2014,"DY+1",61,16,9,25,0.262,0.148,0.41,NA,1994-10-08,"late"
37524,"mason-kohn","F",1,2014,"DY-1",61,13,7,22,0.213,0.115,0.361,NA,1997-05-03,"early"
36911,"mitchell-vande-sompel","D",1,2014,"DY-1",47,10,10,20,0.213,0.213,0.426,NA,1997-02-11,"early"
32851,"jacob-harris","F",3,2014,"DY+1",58,22,2,25,0.379,0.034,0.431,NA,1995-02-22,"early"
34785,"charley-graaskamp","F",2,2014,"DY",11,6,0,6,0.545,0,0.546,NA,1996-01-31,"early"
35030,"hayden-hodgson","F",2,2014,"DY",52,17,1,18,0.327,0.019,0.346,NA,1996-03-02,"early"
34799,"brook-hiddink","F",2,2014,"DY",45,13,6,19,0.289,0.133,0.422,NA,1996-02-02,"early"
35156,"chad-heffernan","F",2,2014,"DY",53,15,1,16,0.283,0.019,0.302,NA,1996-03-22,"early"
33969,"justin-scott","F",3,2014,"DY+1",61,19,1,20,0.311,0.016,0.328,NA,1995-08-13,"early"
32852,"chris-bigras","D",3,2014,"DY+1",55,10,17,27,0.182,0.309,0.491,NA,1995-02-22,"early"
29273,"craig-duininck","D",5,2014,"DY+3",59,18,9,28,0.305,0.153,0.475,NA,1993-04-29,"early"
33729,"davis-brown","F",3,2014,"DY+1",59,16,6,22,0.271,0.102,0.373,NA,1995-07-01,"early"
34282,"tyler-hore","D",3,2014,"DY",63,10,8,20,0.159,0.127,0.318,NA,1995-10-25,"late"
36389,"vince-dunn","D",2,2014,"DY-1",63,12,19,31,0.19,0.302,0.492,NA,1996-10-29,"late"
31917,"jamie-lewis","F",4,2014,"DY+2",67,24,0,25,0.358,0,0.373,NA,1994-08-22,"early"
32941,"aaron-berisha","F",3,2014,"DY+1",67,16,11,27,0.239,0.164,0.403,NA,1995-03-05,"early"
36063,"joe-manchurek","F",2,2014,"DY",64,14,4,18,0.219,0.062,0.281,NA,1996-08-10,"early"
36687,"graham-knott","F",1,2014,"DY-1",64,18,3,22,0.281,0.047,0.344,NA,1997-01-13,"early"
28436,"jake-worrad","D",5,2014,"DY+3",41,10,4,14,0.244,0.098,0.342,NA,1993-01-10,"early"
30671,"joel-wigle","F",4,2014,"DY+2",41,13,0,13,0.317,0,0.317,NA,1994-02-14,"early"
31001,"kurtis-macdermid","D",4,2014,"DY+2",66,16,4,20,0.242,0.061,0.303,NA,1994-03-25,"early"
33824,"nick-betz","F",3,2014,"DY+1",66,17,0,18,0.258,0,0.273,NA,1995-07-18,"early"
36929,"justin-lemcke","D",1,2014,"DY-1",50,11,4,15,0.22,0.08,0.3,NA,1997-02-13,"early"
28720,"eric-diodati","D",5,2014,"DY+3",67,22,7,29,0.328,0.104,0.433,NA,1993-02-15,"early"
36561,"travis-dermott","D",2,2014,"DY-1",67,17,10,28,0.254,0.149,0.418,NA,1996-12-22,"late"
30519,"dylan-blujus","D",4,2014,"DY+2",55,18,11,30,0.327,0.2,0.546,NA,1994-01-22,"early"
30937,"ray-huether","F",4,2014,"DY+2",68,23,2,25,0.338,0.029,0.368,NA,1994-03-16,"early"
33666,"conor-mcglynn","F",3,2014,"DY+1",68,16,1,20,0.235,0.015,0.294,NA,1995-06-19,"early"
34995,"blake-siebenaler","D",2,2014,"DY",68,17,13,30,0.25,0.191,0.441,NA,1996-02-27,"early"
37557,"jesse-barwell","F",1,2014,"DY-1",60,13,4,17,0.217,0.067,0.283,NA,1997-05-08,"early"
31686,"slater-doggett","F",4,2014,"DY+2",65,21,6,27,0.323,0.092,0.415,NA,1994-07-03,"early"
29399,"clark-seymour","D",5,2014,"DY+3",61,15,8,23,0.246,0.131,0.377,NA,1993-05-18,"early"
36364,"jeremiah-addison","F",2,2014,"DY-1",61,16,0,16,0.262,0,0.262,NA,1996-10-21,"late"
29463,"kevin-raine","D",5,2014,"DY+3",57,17,3,20,0.298,0.053,0.351,NA,1993-05-28,"early"
32821,"jake-evans","F",3,2014,"DY+1",57,18,0,18,0.316,0,0.316,NA,1995-02-18,"early"
35595,"jared-walsh","D",2,2014,"DY",66,13,8,21,0.197,0.121,0.318,NA,1996-05-17,"early"
35630,"michael-cramarossa","F",2,2014,"DY",66,17,0,17,0.258,0,0.258,NA,1996-05-24,"early"
29535,"colin-suellentrop","D",5,2014,"DY+3",67,17,6,23,0.254,0.09,0.343,NA,1993-06-10,"early"
36381,"thomas-schemitsch","D",2,2014,"DY-1",63,7,10,17,0.111,0.159,0.27,NA,1996-10-26,"late"
31401,"marcus-mcivor","D",4,2014,"DY+2",68,15,8,24,0.221,0.118,0.353,NA,1994-05-20,"early"
30808,"dylan-corson","F",4,2014,"DY+2",64,24,1,25,0.375,0.016,0.391,NA,1994-03-01,"early"
35631,"owen-macdonald","F",2,2014,"DY",47,12,0,14,0.255,0,0.298,NA,1996-05-24,"early"
30370,"dakota-mermis","D",4,2014,"DY+2",66,22,1,25,0.333,0.015,0.379,NA,1994-01-05,"early"
31837,"sean-callaghan","D",4,2014,"DY+2",66,17,1,19,0.258,0.015,0.288,NA,1994-08-02,"early"
34749,"chandler-yakimowicz","F",2,2014,"DY",33,7,0,7,0.212,0,0.212,NA,1996-01-26,"early"
34996,"nikita-yazkov","F",2,2014,"DY",66,20,1,21,0.303,0.015,0.318,NA,1996-02-27,"early"
32810,"danny-vanderwiel","F",3,2014,"DY+1",57,13,0,14,0.228,0,0.246,NA,1995-02-17,"early"
34279,"yannick-rathgeb","D",3,2014,"DY",57,12,9,21,0.211,0.158,0.368,NA,1995-10-24,"late"
38042,"matthew-kreis","F",1,2014,"DY-1",57,12,7,19,0.211,0.123,0.333,NA,1997-08-01,"early"
33845,"connor-brown","F",3,2014,"DY+1",67,14,0,14,0.209,0,0.209,NA,1995-07-22,"early"
34572,"jared-steege","F",2,2014,"DY",48,11,1,12,0.229,0.021,0.25,NA,1996-01-07,"early"
35914,"jacob-busch","F",2,2014,"DY",53,13,3,16,0.245,0.057,0.302,NA,1996-07-10,"early"
35996,"justin-bean","D",2,2014,"DY",44,9,2,11,0.205,0.045,0.25,NA,1996-07-25,"early"
34865,"damian-bourne","F",2,2014,"DY",49,12,2,14,0.245,0.041,0.286,NA,1996-02-11,"early"
34523,"jacob-middleton","D",2,2014,"DY",65,14,9,23,0.215,0.138,0.354,NA,1996-01-02,"early"
35008,"darren-raddysh","D",2,2014,"DY",60,11,2,13,0.183,0.033,0.217,NA,1996-02-28,"early"
31942,"connor-jarvis","F",4,2014,"DY+2",52,12,1,13,0.231,0.019,0.25,NA,1994-08-27,"early"
36094,"alexander-protapovich","F",2,2014,"DY",47,9,4,13,0.191,0.085,0.277,NA,1996-08-16,"early"
37273,"sam-harding","F",1,2014,"DY-1",63,11,3,14,0.175,0.048,0.222,NA,1997-03-31,"early"
34008,"dan-desrochers","F",3,2014,"DY+1",64,12,1,13,0.188,0.016,0.203,NA,1995-08-22,"early"
35324,"steven-lorentz","F",2,2014,"DY",64,16,0,18,0.25,0,0.281,NA,1996-04-13,"early"
31377,"warren-steele","D",4,2014,"DY+2",65,10,12,22,0.154,0.185,0.338,NA,1994-05-16,"early"
35678,"frank-hora","D",2,2014,"DY",65,10,9,20,0.154,0.138,0.308,NA,1996-06-01,"early"
34576,"mathieu-henderson","D",2,2014,"DY",60,5,12,17,0.083,0.2,0.283,NA,1996-01-07,"early"
38697,"sean-day","D",0,2014,"DY-2",60,10,6,16,0.167,0.1,0.267,NA,1998-01-09,"early"
32369,"chris-carlisle","D",4,2014,"DY+1",67,11,16,27,0.164,0.239,0.403,NA,1994-12-16,"late"
34923,"damir-sharipzyanov","D",2,2014,"DY",67,15,0,16,0.224,0,0.239,NA,1996-02-17,"early"
36164,"matt-gillard","F",2,2014,"DY",45,12,0,12,0.267,0,0.267,NA,1996-08-30,"early"
37513,"cullen-mercer","F",1,2014,"DY-1",68,11,1,13,0.162,0.015,0.191,NA,1997-05-02,"early"
33024,"mathew-santos","F",3,2014,"DY+1",63,14,0,14,0.222,0,0.222,NA,1995-03-16,"early"
35625,"kevin-spinozzi","D",2,2014,"DY",69,19,2,22,0.275,0.029,0.319,NA,1996-05-23,"early"
34385,"travis-wood","F",3,2014,"DY",29,9,0,9,0.31,0,0.31,NA,1995-11-22,"late"
32477,"patrick-murphy","D",3,2014,"DY+1",35,7,0,7,0.2,0,0.2,NA,1995-01-10,"early"
37564,"adam-craievich","F",1,2014,"DY-1",41,10,0,10,0.244,0,0.244,NA,1997-05-09,"early"
38103,"kyle-capobianco","D",1,2014,"DY-1",53,7,4,11,0.132,0.075,0.208,NA,1997-08-13,"early"
35863,"josh-maguire","F",2,2014,"DY",59,13,0,13,0.22,0,0.22,NA,1996-06-30,"early"
33677,"miles-liberati","D",3,2014,"DY+1",65,9,4,13,0.138,0.062,0.2,NA,1995-06-21,"early"
31967,"alex-gudbranson","D",4,2014,"DY+2",66,13,1,15,0.197,0.015,0.227,NA,1994-09-03,"early"
34706,"everett-clark","F",2,2014,"DY",48,8,1,10,0.167,0.021,0.208,NA,1996-01-22,"early"
34724,"blake-clarke","F",2,2014,"DY",54,9,2,11,0.167,0.037,0.204,NA,1996-01-24,"early"
31900,"jonathan-laser","D",4,2014,"DY+2",61,19,2,23,0.311,0.033,0.377,NA,1994-08-17,"early"
34966,"jeff-king","D",2,2014,"DY",61,11,8,19,0.18,0.131,0.312,NA,1996-02-23,"early"
28809,"brian-hughes","F",5,2014,"DY+3",38,3,2,6,0.079,0.053,0.158,NA,1993-02-25,"early"
29316,"mike-robinson","F",5,2014,"DY+3",19,4,1,5,0.211,0.053,0.263,NA,1993-05-06,"early"
31125,"mikko-vainonen","D",4,2014,"DY+2",57,12,6,18,0.211,0.105,0.316,NA,1994-04-11,"early"
32054,"jeff-corbett","D",4,2014,"DY+1",57,16,5,22,0.281,0.088,0.386,NA,1994-09-20,"late"
32476,"jared-gilbert","D",3,2014,"DY+1",19,3,0,3,0.158,0,0.158,NA,1995-01-10,"early"
34352,"phil-baltisberger","D",3,2014,"DY",57,13,1,14,0.228,0.018,0.246,NA,1995-11-13,"late"
38538,"nathan-bastian","F",1,2014,"DY-2",19,3,0,3,0.158,0,0.158,NA,1997-12-06,"late"
35725,"artyom-rasulov","F",2,2014,"DY",51,12,2,14,0.235,0.039,0.274,NA,1996-06-09,"early"
36137,"trent-mallette","F",2,2014,"DY",51,11,0,11,0.216,0,0.216,NA,1996-08-24,"early"
34872,"jonathan-duchesne","D",2,2014,"DY",64,12,2,14,0.188,0.031,0.219,NA,1996-02-12,"early"
30347,"taylor-fielding","F",4,2014,"DY+2",65,13,3,16,0.2,0.046,0.246,NA,1994-01-01,"early"
33379,"ryan-vendramin","F",3,2014,"DY+1",13,2,0,2,0.154,0,0.154,NA,1995-05-04,"early"
36405,"ben-hughes","F",2,2014,"DY-1",52,8,1,9,0.154,0.019,0.173,NA,1996-11-04,"late"
35484,"kyle-wood","D",2,2014,"DY",33,8,4,12,0.242,0.121,0.364,NA,1996-05-04,"early"
28705,"zach-bell","D",5,2014,"DY+3",40,14,1,17,0.35,0.025,0.425,NA,1993-02-13,"early"
33066,"tyler-ganly","D",3,2014,"DY+1",67,20,0,21,0.299,0,0.313,NA,1995-03-22,"early"
31997,"loren-ulett","F",4,2014,"DY+2",54,11,0,11,0.204,0,0.204,NA,1994-09-08,"early"
34154,"alex-lintuniemi","D",3,2014,"DY",68,10,11,21,0.147,0.162,0.309,NA,1995-09-23,"late"
32744,"mitch-jones","D",3,2014,"DY+1",62,6,6,14,0.097,0.097,0.226,NA,1995-02-08,"early"
35185,"dmitri-sergeyev","D",2,2014,"DY",49,7,2,9,0.143,0.041,0.184,NA,1996-03-26,"early"
37227,"matthew-spencer","D",1,2014,"DY-1",64,11,4,15,0.172,0.062,0.234,NA,1997-03-24,"early"
35869,"alexander-mikulovich","D",2,2014,"DY",57,9,4,13,0.158,0.07,0.228,NA,1996-07-01,"early"
37362,"hayden-mccool","F",1,2014,"DY-1",57,9,3,12,0.158,0.053,0.21,NA,1997-04-11,"early"
35523,"nick-pastorious","F",2,2014,"DY",36,5,0,5,0.139,0,0.139,NA,1996-05-09,"early"
35695,"brandon-prophet","D",2,2014,"DY",65,15,1,18,0.231,0.015,0.277,NA,1996-06-03,"early"
37338,"ryan-moore","F",1,2014,"DY-1",65,8,2,10,0.123,0.031,0.154,NA,1997-04-09,"early"
30713,"troy-donnay","D",4,2014,"DY+2",66,16,0,19,0.242,0,0.288,NA,1994-02-18,"early"
35754,"cordell-james","F",2,2014,"DY",66,12,0,13,0.182,0,0.197,NA,1996-06-14,"early"
34649,"brett-hargrave","F",2,2014,"DY",59,9,5,14,0.153,0.085,0.237,NA,1996-01-16,"early"
37298,"austin-gerhart","F",1,2014,"DY-1",59,7,2,9,0.119,0.034,0.152,NA,1997-04-03,"early"
34810,"c.j.-garcia","D",2,2014,"DY",52,9,0,9,0.173,0,0.173,NA,1996-02-03,"early"
32494,"ben-harpur","D",3,2014,"DY+1",67,13,3,16,0.194,0.045,0.239,NA,1995-01-12,"early"
35413,"matt-watson","D",2,2014,"DY",30,5,2,7,0.167,0.067,0.233,NA,1996-04-25,"early"
36983,"bryce-yetman","F",1,2014,"DY-1",38,4,1,5,0.105,0.026,0.132,NA,1997-02-21,"early"
34829,"aaron-haydon","D",2,2014,"DY",61,4,12,16,0.066,0.197,0.262,NA,1996-02-06,"early"
32229,"steve-duda","D",4,2014,"DY+1",23,3,1,4,0.13,0.043,0.174,NA,1994-11-11,"late"
32792,"evan-de-haan","D",3,2014,"DY+1",54,11,1,12,0.204,0.019,0.222,NA,1995-02-15,"early"
33259,"aidan-wallace","F",3,2014,"DY+1",54,7,1,9,0.13,0.019,0.167,NA,1995-04-17,"early"
37693,"noah-bushnell","F",1,2014,"DY-1",62,9,0,9,0.145,0,0.145,NA,1997-05-30,"early"
38113,"johnny-corneil","F",1,2014,"DY-1",39,6,0,6,0.154,0,0.154,NA,1997-08-16,"early"
36260,"brandon-lindberg","F",2,2014,"DY-1",55,9,2,13,0.164,0.036,0.236,NA,1996-09-24,"late"
32263,"josh-chapman","D",4,2014,"DY+1",56,12,0,12,0.214,0,0.214,NA,1994-11-17,"late"
